file,eng
137038a6-12ed-47fd-a97c-01073c5141d1_416_1.jpg,"g N “Eachcapule conane apre .t hts Hcranon oy 57 A Attt A Vot e g cialent t T mo oo g achiessantcoare. 5 g ecrmnen e 5 NTtrOfUFANTOIN Ko mmmie it ot o o cqsvalen 1 28 mg b X — Capsules, USP = (Monohydrate/Macrocrystals) ~ Storeat20°to 25 (68° 1o 77°F). J‘ %Smﬂsfnll’}m]tmlbdﬁnun fempersure] N UL B oo vy 17 Rows i oot T — (Twice-a-day Dosage) st Ses scomuanyin prescrbng O_— Urinary Tract Antibacterial Mylan Pharmaceuticals Inc. o= M —_— © B ylan [MMylan® m Rx R My"
13bb8267-1cab-43e5-acae-55a4d957630a_661_1.jpg,"NDC 0456-2006-01 2 Lexapre [, escitalopram “oxalate Equivalent to 5 mg escitalopram 100 Tablets Rx only Allergan Pharmacist: Must be dispensed with Medication Guide Usual dosage: See package insert for full prescribing information. Keep this and all drugs out of the reach of children. Each tablet contains 5mg escitalopram Dispense in tight container as described in the USP. Store at 26°C (77°F)— Excursions permitted to 15° 0 30°C (59° to 86°F) Licensed from H. Lundbeck A/S MPO1"
13bb8267-1cab-43e5-acae-55a4d957630a_661_2.jpg,NDC 0456-2010-01 o esci(a\op(amloxalate g. Tablets—10 mg Equivalent to 10 mg escitalopram 100 Tablets Rx only Allergan. Pharmacist: Must be dispensed with Medication Guide Usual dosage: Seg package insert for full prescribing information. Keep this and all drugs out of the reach of children. Each tablet contains 10mg escitalopram Dispense in tight container as described in the USP. Store at 25°C (77°F)— Excursions permitied to 15° 0 30°C (59° to 86°F) Licensed from H. Lundbeck A/S MPO1
13bb8267-1cab-43e5-acae-55a4d957630a_661_3.jpg,40841 wz (I NDC 0456-2020-01 escitalopram loxa\ate g. Tablets—20 mg Equivalent to 20 mg escitalopram 100 Tablets Rx only Allergan. Pharmacist: Must be dispensed with Medication Guide Usual dosage: Sea package insert for full prescribing information. Keep this and all drugs out of the reach of children Each tablet contains 20mg escitalopram Dispense in tight container as described in the USP. Store at 25°C (77°F)— Excursions permitted to 15° 10 30°C (59° to 86°F) Licensed from H. Lundbeck A/S MPO1
13bb8267-1cab-43e5-acae-55a4d957630a_661_4.jpg,"Keep this and all drugs out of the reach of children. Dispense in tight container as described in the USP. T ©! SC NDC 0456-2101-08. Lgxapro alopram “oxalate E Oral Solution - 5mg/5mL Equivalent to 1mg escitalopram/mL 8 fl 0z (240 mL) Ry only Allergan. Pharmacist: Must be dispensed with Medication Guide Store at 25° C (77° F)- Excursions permitted to 15°10 30° C (59° to 86° F) See package insert for full prescribing information. Distributed by: Allergan USA, Inc. Irvine, CA 92612 © 2016 Allergan. Al rights reserved. Licensed from H. Lundbeck A/S RMC 5372"
13bb8267-1cab-43e5-acae-55a4d957630a_661_5.jpg,"“ 9]B|EX0g WRIAO[RYISE oidpbxa] Lep(apro ! escitalopram ""oxalate o et 10 g o - 10510 o s S 2 7)o 0 ToE Ra) S g o i et S B Wt ol g Eorty “#3Allergan \ Lexapre ; Lexapro <g escitalopram “oxalate: . ./ e | 3 z|| \"
13bb8267-1cab-43e5-acae-55a4d957630a_661_6.jpg,"“ 9]B|EX0g WRIAO[RYISE oidpbxa] Lep(apro ! escitalopram ""oxalate o et 10 g o - 10510 o s S 2 7)o 0 ToE Ra) S g o i et S B Wt ol g Eorty “#3Allergan \ Lexapre ; Lexapro <g escitalopram “oxalate: . ./ e | 3 z|| \"
13c89fbb-f8e7-1f70-ef5a-468b90efb933_964_1.jpg,"Clear, coloress gel provides. e L ety Testosterone ok Gel 1.62% @ Topeai st 30 Unit-dose Packets [y Contains 20.25 mg oftesfosterone /, ForTopial Use Ony s, st o nt ptonc o"
13c89fbb-f8e7-1f70-ef5a-468b90efb933_964_2.jpg,"30 Unit-dose Packets Clear, colorless gel provides TR L O e Contains 40.5 mg of testosterdfie 025 Grams of ge per unt ése Testosterone Gel 162% € P iy \ For Topial Use Only Topcaltestosterone products may have difershtdoses, stengths, or applcation nstructions that may result i diffent systemic expose. zydus \ Dispense th encosed Medion Guide o each patien. G 2 g cinie i"
13c89fbb-f8e7-1f70-ef5a-468b90efb933_964_3.jpg,"NDC 68382-362-11 _~ Dispense the accompar Medication Guide to each paiet. Testosterone Gel 1.62% @ 20.25 mg of testosterone per pump actuation* “Each actuaion delivers 1.25.g of gel For Topical Use Only Topical testosterone products may have. ieren doses stengths,arapplcaton nstuctons that may resultin different systemic exposure. Testosterone G ihG Mult-dose pump capable of dispensing 60 metered pump actuations. 14 Zydus Rxonly"
144379e1-93b7-41c1-bc3a-7bdec5afa309_122_1.jpg,"Packaged by Evgant Ranch Bunbank. CA 91504 Bupropion Hel G ""tovrous! 75mg Tablet SI88TT | Store at room temp of Compare To: 20°-25°C (68°-T7°F) Wellutin 75mg Tabkt “Keop all drugs outof Heritage Pharmaceuticals Inc. reach of children. #30 Exp: MMYY NDC 7133507911 034491118815 om"
14841608-dc8e-4278-9b2a-b664e51bf207_824_1.jpg,"Packaged by Bvyant Ranch Bebank. @A 91504 Isosorbide Mono. 5 ER 120mg Tablet Store at room temp of Compare To: 20-25 C (68-77F) csortide Nom, ER 120mg Tabket "" Keep all drugs outof Qualitest Pharmaceutical, Inc. reach of children #30 Exp: MMYY NDC 6362974771 074771114600 om"
14fd7c1c-778e-46d4-9024-89b319f15f39_936_1.jpg,"BusPIRone Hydrochloride Tablets, USP 100 Tablets 74 Zydus Rronly NS 6505.01.253.28%2 Each ablt comane BusPRone hydrochorde, USP. 5 mg Usual Dosage: See pacage nser forcompete prescrbmn nformaton Sore i 20"" o 25°C (88 to TI°F) See USP Contolled Room Temperatur]. Dispense in a o ghtesistant conainer. KEEP THIS AND AL DRUGS OUT (OF THE REAGH OF CHILDREN. 2 Code No: GUIDRUG/ A6 gi Wanufactured by: 3 Cala Heathere Lt Abmedatad, rdia Distrbuted by: ydus Pharmaceuticals (USA) nc Pemington, N"
14fd7c1c-778e-46d4-9024-89b319f15f39_936_2.jpg,"'-?i zydus e BusPIRone Hydrochloride Tablets, USP @ 1nn Tablets Rxonly NSN 6505.01.267-3149 Each ablt comane: BusPRone hydrochiorde, USP_10mg Usual Dosage: See pacage nser: forcomplet prescrbmng nformaton. Sore 20"" 0 25°C (88 to T°F) See USP Contolled Roon Temperatur]. Dispense i a o ghtesistant container KEEP THS ANDALL DRUGS OUT OF THE REACH OF CHILOREN. 2 Code No- GUIDRUGI 486 i Manufstured by 5 Gl Heakhcare Lt Abmedatd, ndia Disrbuted by: ydus Pharmaceuicals (USA) nc. Pemingon, M"
14fd7c1c-778e-46d4-9024-89b319f15f39_936_3.jpg,"L [ BusPIRone Hydrochloride Tablets, USP PRARMACST:Copors il Paten asiuchan st 100 Tablets bt S e up_tsmg ey e e . S e e l&!usvoa-rm oo Temperture]. Do na st . R AT o Ao cHen P oo g o Distributed by- Zydus Phamaceicals (USA) Raony o R g 2 e"
14fd7c1c-778e-46d4-9024-89b319f15f39_936_4.jpg,"BusPIRone oo Hydrochloride Vet Do Seeresom et complee preserbing formaton. Tablets, USP S azromoErbTrn ez USP Corirlld Room Tengeraure], Dispense in a tgh gt resistant contane. oD KEEP TS AND ALL oGS out OF THE REAGH OF CHILDREN. o No: GUJDRUGI485 S P i e e ; oo : P oy A 2]"
1553312b-ed76-421c-a055-2579bdcf366c_620_1.jpg,"ysiueA oN Each bt oo sz 000 USUAL DOSAGE:So rcingenying sk o o formaion Dspese conents 3 esstnt coraner = G o LS w3 - cotr, o P s vt HEEPTGHTY L0660, Stor a2 1 26 81077 o USP sl Room Tengaras, KEEP TS AKD ALL MEDICATION OUT OF THE REACH O ChLonen. Nanachsed by i rama, LG Lt W1 11413 Sancz . oo, 0 08540 Prodctal s e tooes Isoniazid Tablets, USP RBeonly 30 Tablets A SANDOZ 0185-4351-30"
1553312b-ed76-421c-a055-2579bdcf366c_620_2.jpg,"arq6q ySILEA ON o 300 bt oo sanaza 300 g USUAL DOSAGE:So scamgoryig erahre o s et efoaion Dpense conets 1 g ket contner s Gt e U5 wiha ch- e ctre, & foaurs Prec ekt nd . HEEPTGHTY 056D, St sl 2010 280 681 77 e USP ool Rou Temparsr, EEP TS AND ALL MEDICATION OUT OF THE REACH Nantachsed by i Prarma, LG Ut Wy 11412 Sand . roceon 109540 Prodctol g e w08 Isoniazid Tablets, USP 300 RBeonly 30 Tablets A SANDOZ 0185-4350-30"
1560b731-2379-4055-a63f-a7b92e6b7abc_694_1.jpg,"TraZODONE Hydrochloride 50 mg Tablet arv: 30 ID #: APO;T50 Expires: NDC #: 70518-1410-00 Shape: Round LOT #: Ref #: 60505-2653-01 MFG: Apotex Corp., Weston, FL 33326 RX ONLY Directions For Use: See Package Insert Store at 20-25°C (68-77°F); excursions permitted to 15-30°C (59-86°F) [See USP] Repackaged by: RemedyRepack Inc., Indiana, PA 15701, 1-724-465-8762"
15906fc2-67ce-4c7e-abc9-73bd1d9f5498_59_1.jpg,"B e G e Eie Sebpommof g ETE e By R e £ Eimman R i g THCEA DAY i S ] R, .o o | EEEL | — ;"
15906fc2-67ce-4c7e-abc9-73bd1d9f5498_603_1.jpg,"B e G e Eie Sebpommof g ETE e By R e £ Eimman R i g THCEA DAY i S ] R, .o o | EEEL | — ;"
159cb0cb-4b27-4a1c-8ad4-dc93604c79c7_94_1.jpg,"NDC 60687-387-01 Midodrine Hydrochloride Tablets, USP 100 Tablets (10 x 10) Rx Only (01) 0 03 60687 387 01 7 NDC 60687-387-01 Midodrine Hydrochloride Tablets, USP 100 Tablets (10 x 10) Rx Only Each Tablst Contains: Nidogine hycrochionde. 25mg Usual Dosage: Ses package insertfor il preserlbing nformation. Store at 20° 10.25°C (8"" 10 T7°) excursions permited between TE%15.30°C (55 1 Bo°F) [soe USP Controlied Room Temparatrs]. Koop this and all drugs out of reach of childron. FOR YOUR PROTEGTION: Do nol use biser & orn orbroken. Tne chug product contained i s package I fom NBG'S 603051520, Apores Corp. Packaged and Distributod by Amarcan (aith Packaging Colimbus, Oneo 43517 738701 DLaBTON0 TS"
159cb0cb-4b27-4a1c-8ad4-dc93604c79c7_94_2.jpg,"Midodrine Midodrine W v e g R o g 82 fp it e 52 £ gl onomsossrsgrie 5 03 onooososrsar i Vidostine Vidodiine Mo rav e £ 3 ¢ R e, e P 28 By a 53 ifzome S i: &5 Vidodiine Vidodiine S e o, use i S an,use 25 59 §i3%mg N B afasms 5 &l ig g3l widodrn widodme Mot ro v g R e e 25mg 8 £y i §r 5 MhlAR DL, 2% g GRDALAI, Vidodrin Midodine W v uop g R o o 82 fpio "" 2 e [E {01) 00360587 387 116 ¢§ &3 o) oussosarser 15"
159cb0cb-4b27-4a1c-8ad4-dc93604c79c7_94_3.jpg,"NDC 60687-398-01 Midodrine Hydrochloride Tablets, USP 100 Tablets (10 x 10) Rx Only (101NN 0 I (01) 0 03 60687 398 01 3 NDC 60687-398-01 Midodrine Hydrochloride Tablets, USP 100 Tablets (10 x 10) RxOnly 5mg o package insetfo ol presériong nformaton. Store at20° 1025 (88"" 10 77°F) axcursions permited between T5°12.50°C (53 1o 86'F) 566 USP Contralea Room Temperatur) Kesp this and all drugs out of reach of children. FOR YOUR PROTECTION: Do not use f bister s fornor broken The drug procuct contained i this package s from NDC' 80503 1321, Apoiex Carp. Packaged and Distrbuted by Amencan gl Packang Colombus, Onio 43217 730801 043980110978"
159cb0cb-4b27-4a1c-8ad4-dc93604c79c7_94_4.jpg,"Midodrine Hydrocnioice Tablet, USP g £E e g 52 @tz %% Midodrine Hydrochiona Tablet, USP 5mg Midodrine Hyerochibid Tablat, USP. g i Midodrine Byt Tasler, UsP smg ﬂﬁ%ﬁfﬁiﬁﬁ'ﬂ'\é o 005 oo 353112 Midodrine Hydochioed Tablat, USP s'mg e o000 101 § £ @)omamT sz Midodrine. 5 y Dochioride Tablet USP 3 g smg 3 i F5l 3 Ehovsesesrse 12 Midodrine HySrochibnde Tablet, USP. § smg sy g o 003 sose7 350 112 Midodrine Hyaracriendo Tablet, USP 0100350567 350 112 Midodrine % § Hyerehience Tanier, UsP 1 | &3 oyoosswersss 112 «, Midostne 3§smg Hydrochioride Tablet, USP. § e 0100350557 355 112"
159cb0cb-4b27-4a1c-8ad4-dc93604c79c7_94_5.jpg,"NDG 60687-409-25 Midodrine Hydrochloride Tablets, USP 30 Tablets (5 x 6) Rx Only IJI LTI 1) 0 03 60687 409 25 2 NDC 60687-409-25 Midodrine Hydrochloride Tablets, USP 30 Tablets (5 x 6) Rx Only Each Tablet Contains: Widodrin hyrochioride. 10mg Usual Dosage: See package insert for full prescribing information. Store at 20"" t0 25°C (68"" to T7°F); excursions permitted betwesn 15° 0 30°C (58"" to 86°F) [see USP Controlled Room Temperaiure]. Keep this and all drugs out of reach of children. FOR YOUR PROTECTION: Do not use I biister s torn or broken. The drug produst contained in this package is from NDC 60505-1325, Apotex Corp. Distributed by: American Health Packaging ‘Golumbus, Ghio 43217 740925 0440925/091808"
159cb0cb-4b27-4a1c-8ad4-dc93604c79c7_94_6.jpg,"Bui o asn el SpUOIUROIDAH uLpop Bui o} asn el SpuOjUoOIPAH uLpopI Bu o} a5 el SPUGIUOOIDAH ulpopy i e 1 < S g 5 £ BoEs Midodrine Hydrochioride Tehiel, USP 10 mg y Midodrine Hydrochloride 52 e e B 10 mg Midodrine Nydrochorde 5 g 10 mg ="
15fe05b6-de2e-4b95-876f-30226a9b60f1_988_1.jpg,"buPROPion HCI 150 mg Tablet, ER (XL) ary: 30 ID #: LO15 Expires: NDC #: 70518-0859-00 Shape: Round LOT #: Ref #: 68180-0319-02 MFG: Lupin Pharma, Baltimore, MD 21202 RX ONLY Directions For Use: See Package Insert Store at 20-25°C (68-77°F); excursions permitted to 15-30°C (59-86°F) [See USP] Repackaged by: RemedyRepack Inc., Indiana, PA 15701, 1-724-465-8762"
15fe05b6-de2e-4b95-876f-30226a9b60f1_988_2.jpg,"buPROPion HCI 150 mg Tablet, ER (XL) ary: 30 ID #: LO15 Expires: NDC #: 70518-0859-01 Shape: Round LOT #: Ref #: 68180-0319-02 MFG: Lupin Pharma, Baltimore, MD 21202 RX ONLY Directions For Use: See Package Insert Store at 20-25°C (68-77°F); excursions permitted to 15-30°C (59-86°F) [See USP] Repackaged by: RemedyRepack Inc., Indiana, PA 15701, 1-724-465-8762"
16238287-d4b0-4afa-8483-1f4ae250a625_156_1.jpg,"Indomethacin 25 mg Capsule arv: 30 ID #: G406;G Expires: NDC #: 70518-1458-00 Shape: Capsule LOT #: Ref #: 68462-0406-01 MFG: Glenmark, Goa, India 403513 RX ONLY Directions For Use: See Package Insert Store at 20-25°C (68-77°F); excursions permitted to 15-30°C (59-86°F) [See USP] Repackaged by: RemedyRepack Inc., Indiana, PA 15701, 1-724-465-8762"
167ecefd-4553-41b8-8160-81a48dbca076_441_1.jpg,"G E R 0000 1 IMENTAX"" [MMylan' butenaflne HCI) Cream 159 NDC 0378-6151-46 IMENTAX""® bulenaflne HCI) Cream [MMyla [ e WERIRSICAE i IMENTAX"" (i3 mm;cmv;& v ‘(buiena(xne HCI) Cream TMylan Fuup\'w[@ P A i) 4 e (4,98 PUP.11) Q0% PUE & Usomoq 0l | i UBIPIP JO PEAIBU10INO SUTIpOUIIopu A1) dow | ! o osn ewopo104! i B oy BUGLES K 10} 198 SBE3FEd MABAGOR 5 BeB0 eS| [ s amz1sg unpos pue i ouaU P SN 019 21ed 3640803(E7) v uiaiolod N | 198 SUBe15 51 LITVEGIRC 2 K 35 S BORISOUEL JURAB N IOYCOIE 03 S 1 UROAR BALCEDID,| 100D suepde G5 1 Py SEUOIDQIDAY U0 4 05U W o3| CRTIEE S 15—"
174fadaa-f1ba-4316-bae4-40ab36c5b6d9_433_1.jpg,"Each fim-coated tablet contains: Donepezl hydrochioride, USP 23 mg Usual Dosage: Ses accompanying prescribing information. Keep this and all medication out of the reach of children. Store at 20° to 25°C (68° o 77°F). [See USP Controlled Room Temperature.] Manufactured for: Mylan Pharmaceuticals Inc. Morgantown, WY 28505 U.S A. Made in India RMX1025K2 | EXP MMYYYY \V@yyilan [ Myten:com Rx only R BPAMTY i Nl (PR Donepezil HCI Tablets, USP [MMylan® L, 0378-1025-93 Dispens Ina tight, light-resistant contalner as defined In the USP using a child-resistant closure. Keep container tighty closed. Cade No.: MKDRUGS/25/NKD/89 [ 3 SN XXX0000K 75062061 GTIN X0"
17850520-f823-4d05-8f9b-5eadfa68bae2_670_1.jpg,"NDC 62559-730-01 Felbamate Tablets USP Medicatlon Gulde foeach patont. il Rx only 100 Tablets Each tablet contal Felbarate USP. 400mg Usual Dosage: Sao accormpanying prescribing informmation. Store at 20 to 25°C (68° t0 77°F) fsee. USP Controlled Room Terperature) Dispense n a tight container. KEEP THIS AND ALL MEDICATION ‘OUT OF THE REACH OF CHILDREN, Produstofndia Mansactod Bors Bramasiutial aborstoia . i, Tavan Dertuedy A Prarmatautst . Baudots, N 8625 LA-3000-01 05/2018 Rev."
17850520-f823-4d05-8f9b-5eadfa68bae2_670_2.jpg,"NDC 62550-731-01 Felbamate Tablets USP Medicaton Guids 1o each patont. . Rx only arm 100 Tablets Each tablet contains: Felbamats USP. 600 mg Usual Dosage: See accompanying prescibing information. Store at 20°to 25°C (68"" t0 77°F)[see. USP Gontrolled Room Termperature). Dispensain a tight container. KEEP THIS AND ALL MEDICATION OUT OF THE REACH OF CHILDREN. Productof s Mandactaod vy Bors Pramaotute abortories Iiran, Towan Derturedby: A Prarmoteutist . Beudets NN 682 LA-3001-01 05/2018 Rev. | o"
17e976c6-ee44-42c5-987f-5360ee6d7c1e_432_1.jpg,Paclaged by Ergant Raech Binbank. 04 91500 Terbinafine o= 250mg tab. 9T61Z1 Store at room temp of Compare To: 20°25°C (68°77°F) Lamisil 250mg Tablet “Keep all drugs outof Leonsa reach of children. #30 Exp: MMYY NDC 7133509181 028071121916 om
17f85d17-ab71-4f5b-9fe3-0b8c822f69ff_711_1.jpg,S/ NDC 50242-145-01 Perjeta® (Pertuzumab) Injection 420 mg/14 mL (30 mg/mL) Dilute Prior To Use For Intravenous Infusion Only Single-Dose Vial Discard Unused Portion No preservative. ﬁ Ronly 1vial Genentech 10195566
18495527-add4-42a5-bbf7-9f8dc2df06af_581_1.jpg,e AL e E = 2 T T T T 2 VeI T I SAGEANd STORACE SELPACKAGEINSERTE 43063-633-30 43063-1132-90 43063 643 30 VENLATAXINE VENLAFAXINE VENLAFAXiiK usp Us# usp 75 MG 75 MG 75 MG 90 TABLETS 20 TABLETS 90 TABLETS ReOrder # 109056 ReOrder # 109056 ReOrder # 10S056 Lor 118Fa40 Lor 118F40 LOT J18F40 EXP 02/20 FXpP n2/20 EXP D2/2G CALL YOUR DOCTOR FOR MEDICAL ADVICE ABOUT SIDE EFFECTS. YOU MAY REPORT SIDE EFFECTS TO THE FDA AT 1-800-FDA-1088 TAKE TABLET(S) TIMES A DAY. TOME TABLETA(S) VECES AL DIA. Each TABLET Contains: VENLAFAXINE HYDROCHLORIDE USP EQUIVALENT TOD 75 MG OF VENLAFAXINE DASE ORGANOLEPTIC MARKINGS: PEAC|I 335 SHIELD SHP SC NDC: 43063-633-S0 VENLAFAXINE Usp 75 MG 90 TABLETS {01)10343063633508 (21))18F40000002 {17)200228 (10)118F40 BDACEIETIETE 1 0BV 10O AHVONNH SONYT AVEYY 1HZ dWOD TWIIWIHD YAIOTYITY BBYGEOVILS
185627d7-710d-4956-8d20-50fed5b506ba_909_1.jpg,Spironolactone 25mg 90 Tablets NOC# 43363023960 Spironolactone 25mg 90 Tablets Spironoiacione 25mg 90 Tabets 2 % won switens
1926eadd-d11f-44fa-971f-0041060f7589_969_1.jpg,"NDC 42192-136-06 Sodium Sulfacetamide 10% Sulfur 5% Cleanser Rx Only SHAKE WELL BEFORE USE 60z (1703 g) Acella PHARMACEUTICALS, LLC Indleations: For the topial conrol o acns wiges, e osace and sborfelc demas, Directons: Wash afeteases o rtic dally o3 dieced by 2 shysicla, v conlac wih eyes o muoous membrares, Wt s el gy 10 tea o b cloanse, massagegenty o ki for 10- 20 seconds,woring o e, rine thoroughly and ol . tying ocur, it may b cotole by insingf socr o Lang e ofln.Sespaage et o pscrting Informaton, Warnings: Fo exemal s ony. Woid colct i yes. KEEP OUT OF REACH OF CHILDREN. Koep bote gty et Acive Ingrodients: Sodium Sutacstanide, USP 10% an Sulfr 5% Other Ingredionts: it ytonlene, s, s EDTA isodum e M slsuiiae, gy saread PG 00 sl gnesum sminan s, mahypisie,proplparin,pred vt o e S ki i, S o Sy S, i e o e g Storeal conole oo emperaire 15 - 30° (59 -85°F). rlct o frosing ot Sulacearide 10% - Sul 5% Clarsr i sugpied 136z (1703 il (NDC 42152-136:06)For o number 40 expiaoncal, s b of bt Agrsciphon ssttors an ommendalors g ol b made Syt 0 S a et Sl 5 spolcable. NOTE: Ths s o an Orange Book prodact. No epresentalon is made as fo generc stalus or bioequivalency. Fiezs e pacage nser or more normaton. 3742192'13606"" 5 Manutactured or: foslsPramacaicas, LLC Agharea, GA30008 1800 541480 Rew 08110"
1935473b-2910-4828-b778-5f2fb5c23cc1_539_1.jpg,"Amitriptyline HCI 25 mg Tablet arv: 30 ID #:12 Expires: NDC #: 70518-1484-00 Shape: Round LOT #: Ref #: 16729-0172-17 MFG: Accord Healthcare, Inc., Durham, NC 27703 RX ONLY Directions For Use: See Package Insert Store at 20-25°C (68-77°F); excursions permitted to 15-30°C (59-86°F) [See USP] Repackaged by: RemedyRepack Inc., Indiana, PA 15701, 1-724-465-8762"
19678edf-934a-45f3-b5da-94d10e9b3248_464_1.jpg,"DO NOT ABRUPTLY STOP TAKING THIS MEDICATION WITHOUT HIRST CONSULTING YOUR PHYSICIAN, R ony 43063-821-90 WARNING KEEP THIS OUT OF THE REACH OF CHILDREN DOSAGE avd STORAGE SEE PACKAGE INSERT 43063 821-90 43063-821-90 METOPROLOL METOPROLOL METOPROLOL TARTRATE USP TARTRATE USP TARTRATE USP 50 MG 50 MG 50 MG 90 TABLETS 490 TABLETS 90 TABLETS ReOrder # 110448 ReOrder # 110448 ReOrder # 110448 LOT 118C75 LOT J18C75 LOT 118C75 EXP 10720 EXP 10/20 EXP 10/20 CALL YOUR DOCTOR FOR MEDICAL ADVICE ABOUT SIDE EFFECTS. YOU MAY REPORT SIDE EFFECTS TO THE FDA AT 1-800-FDA-1088 TAKE TABLET(S) TIMES A DAY. TOME TABLETA(S) VECES AL DIA. Each TABLET Contains; 50 MG OF METOPROLOL TARTRATE USP ORGANOLEPTIC MARKINGS: 74 RND/BRKLINE NDC: 43063-821-90 PD-Rx PHARMACEUTICALS INCORPORATED®, Oklahoma City, 0K « 73127 METOPROLOL TARTRATE USP 50 MG 90 TABLETS Lasvk (01)10343063821909 (21)118C75000002 (17) 201031 (10)118C75 506128 90CPE VRV 0 VION| ‘OVUvHITAH L0E50029854 a1 VWNYHA 0aniaodny"
196b4f19-c965-4c88-ab15-3705c2ccef74_974_1.jpg,WO 0T 057 TAKE 1 TEASPOONFUL. THCE A DAY FOR 10 DAYSORAS DRECTED. somDson . e e ooner
196b4f19-c965-4c88-ab15-3705c2ccef74_974_2.jpg,et RO oL MR ST —— O o 3 TAKE 1 TEASPOONFUL. STHESADAY. somDsonTa. ey e g ooner
198a4140-f4c0-4478-9157-ee1d68d0bb96_420_1.jpg,"s = | 0=0028=82£0 v Exch capsule cortains: Ketoprfen, USP RN NDC 0378-8200-01 Ketoprofen Extended-Release Capsules, USP EIED § [PARRACIT Disgene th accompanyng [MeicaonGide toeach patent. [MMylan® Rxonly 100 Capsules Dispense ina gt lightrsistart. containeras defined i the LGP gty Keep conaier tighty cosed. = Keep this and all medication out of the reach of chidren. Store at 20° o 25°C (89° o T7°F). [See USP Controlled Room Temperature.] Protect from direct light and excossive heat and humidity. Usual Dosage: See accompaning prescrbing iformaticn Mylan Pharmacoutcals fnc. Morgantown, WV 28505 US A [MMylan® Mylan.com"
19a60d50-7319-44d9-9ade-72922cfcb39d_335_1.jpg,"MM *J72 NDC 55154-2064-0 FOLIC ACID TABLETS, USP 1mg 10 TABLETS Each Tablet Contains Folc Acid, USP 1 mg Usual Dosage: See product inseft fer full prescribing inormation, precautions and warnings. 'STORAGE: Store at 20° 0 25° G (8"" to 77 F); excursions permitted between 15 to 33"" C (59° to 86"" F) [see USP Controlled Room Temperature]. PROTECT FROM LIGHT AND MOISTURE. RXONLY WARNING: This Unit Dose package is not child resistant and is Intended for Insttutional Uss Only. KEEP THIS AND ALL DRUGS OUT OF THE REACH ‘OF CHILDREN. If dispensed for outpatient use, a chid-resistant contairer should be utized. FOR YOUR PROTECTION: Do notuse if bister is torm or broken. “The drug product contained In this ackage s from NDC # 65162-361, Amneal Pharmazeuticals. Packaged and D strbuted by: American Health Packaging Columbus, Ohio 43217 An AmerisourceBergen Company ‘americanheaithpackaging.com AMERICAN HEALTH PACKAGING® Distributed by Cardinal Health Dublin, OH 43017 43305690816 LOT #: XXXXXXXXXX EXP.DATE: XX/XX/XX"
19e79382-afc1-4a4d-8540-459e61e79baa_804_1.jpg,AVOID ALCOHOL WHILE TAKING THIS PRODUCT. MAT CAUSE DROWSINESS USE CAUTION WHILE PERFORMING TASKS REQUIRING MENTAL ALERTNESS. CAUTION: FEDERAL LAW PROHIBITS THE TRANSFER OF THIS DRUG TO ANY PERSON OTHER THAN TO WHOM IT WAS PRESCRIBED. R WARNING: KEEP THIS OUT OF THE REACH OF CHILDREN LR DOSAGE and STORAGE SEE PACKAGE INSERT 55289-487-06 55289-487-06 55289-487-06 LORazepam LORazepam LORazepam usp usp usp 1 MG 1MG 1 MG 6 TABLETS 6 TABLETS 6 TABLETS ReOrder # 100468 ReOrder # 100468 ReOrder # 100468 LoT J18A98 LOT J18A98 LOT 118A98 EXP 10/19 EXP 10/19 EXP 10/19 CALL YOUR DOCTOR FOR MEDICAL ADVICE ABOUT SIDE EFFECTS. YOU MAY REPORT SIDE EFFECTS TO THE FDA AT 1-800 FDA-1088 TAKE TABLET(S) TIMES A DAY. TOME TABLETA(S) VECES AL DIA. Each TABLET Contains: LORAZEPAM USP 1 MG ORGANOLEPTIC MARKINGS: WHITE 241 1 WATSON D ROUND SCCR (m)mzssz 17057 sooﬁnm m) 191031 (10)118A98 L90LBYSEZESE (R R T VIONI 'vOD JLLITTVS YNUIA Q17 3LVAINd VNEYH NOSLYM [UTH20T6S00
1a88218c-5b18-4220-8f56-526de1a276cd_862_1.jpg,"N 3 50458-585-01 8 v 20070 oy joyoea jo o dsay Ay woy o fomusduo wooy pooa e s e 24165 1 pomsund omme 11.1) . B sy g toaop ) sy 5 g g ot ry @ na contolle-release formulation. Please seo the Medication Guide provided by your phamacis. (methylphenidate HC1) Rx only Extended-release tablets Eachtablet contans 18 mg methyiphenidate hydrochloride G S0956-585.07 CONCERTA"" s J 100 Tablets jeoziol oesa0 e U SeopneIRULB U 1) B 9955 v0'apweoen diog iy 1082008 ‘0quny jom Suunpegnuey S -vssuer ia oy 510858105200 NLLS N ¢"
1a88218c-5b18-4220-8f56-526de1a276cd_862_2.jpg,"4 750458-588-01 ¢ BSSE Z00Z.0 TBpIp o Ea1 o 00 daey “fgprumy woy papy “{amessdus) woay pogoquo) 451 355 (4.96-68 9.06-G1-0} PaRLEA SDB IO 13,.1) .52 1 9101S Wy aDteop o e aieoed aes jep aau) 20esop enen © o “. 2= 52 55 EBbE o 8 KE% 8 e WcE t2i5 2 gse £3538 C oo TR BIR 22 g E B SRR AN BVUEZIN 5528 & |s0418LOL 09580 N ‘apns | S0 Smnacnu uassuep o, B 88956 V0 ey oy eay 081100 0quiny| jo Buumpeyuey Boyg-vassior 49 o B 101 a3"
